start_tsc 9263541789443575 start_tsp 1739292286982504362
NODE_N=50
Initialization...
setting device 0 with name NVIDIA A100-PCIE-40GB
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_SIZE = 3200000 B
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_SIZE = 6400000 B
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_POOL_LIMIT = 250
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_POOL_LIMIT = 500
OK, begin to generate orders.
CPU_Times,1739292287507620352,1739292288044127744,536507392
Overlap_Times,0,0,0
RUNTIME cudaMalloc_v3020 (cbid=20), 1739292287507631134,1739292287507770316,139182, process 3626769, thread 2732793856, correlation 1
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031097271,1739292288031097362,91, process 3626769, thread 2732793856, correlation 204
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031097422,1739292288031097622,200, process 3626769, thread 2732793856, correlation 205
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031097692,1739292288031097893,201, process 3626769, thread 2732793856, correlation 206
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031098213,1739292288031098324,111, process 3626769, thread 2732793856, correlation 207
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031098384,1739292288031098474,90, process 3626769, thread 2732793856, correlation 208
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031098534,1739292288031098724,190, process 3626769, thread 2732793856, correlation 209
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031098845,1739292288031099035,190, process 3626769, thread 2732793856, correlation 210
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031099095,1739292288031099195,100, process 3626769, thread 2732793856, correlation 211
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031099255,1739292288031099456,201, process 3626769, thread 2732793856, correlation 212
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031099516,1739292288031099726,210, process 3626769, thread 2732793856, correlation 213
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031100037,1739292288031100137,100, process 3626769, thread 2732793856, correlation 214
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031100197,1739292288031100287,90, process 3626769, thread 2732793856, correlation 215
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031100347,1739292288031100538,191, process 3626769, thread 2732793856, correlation 216
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031100668,1739292288031100848,180, process 3626769, thread 2732793856, correlation 217
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031100918,1739292288031101009,91, process 3626769, thread 2732793856, correlation 218
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031101069,1739292288031101269,200, process 3626769, thread 2732793856, correlation 219
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031101329,1739292288031101539,210, process 3626769, thread 2732793856, correlation 220
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031101840,1739292288031101940,100, process 3626769, thread 2732793856, correlation 221
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031102000,1739292288031102091,91, process 3626769, thread 2732793856, correlation 222
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031102161,1739292288031102341,180, process 3626769, thread 2732793856, correlation 223
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031102471,1739292288031102662,191, process 3626769, thread 2732793856, correlation 224
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031102722,1739292288031102812,90, process 3626769, thread 2732793856, correlation 225
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031102882,1739292288031103073,191, process 3626769, thread 2732793856, correlation 226
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031103142,1739292288031103343,201, process 3626769, thread 2732793856, correlation 227
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031103614,1739292288031103724,110, process 3626769, thread 2732793856, correlation 228
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031103784,1739292288031103884,100, process 3626769, thread 2732793856, correlation 229
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031103944,1739292288031104135,191, process 3626769, thread 2732793856, correlation 230
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031104255,1739292288031104445,190, process 3626769, thread 2732793856, correlation 231
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031104505,1739292288031104605,100, process 3626769, thread 2732793856, correlation 232
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031104665,1739292288031104866,201, process 3626769, thread 2732793856, correlation 233
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031104926,1739292288031105126,200, process 3626769, thread 2732793856, correlation 234
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031105387,1739292288031105497,110, process 3626769, thread 2732793856, correlation 235
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031105557,1739292288031105647,90, process 3626769, thread 2732793856, correlation 236
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031105718,1739292288031105898,180, process 3626769, thread 2732793856, correlation 237
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031106048,1739292288031106238,190, process 3626769, thread 2732793856, correlation 238
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031106299,1739292288031106389,90, process 3626769, thread 2732793856, correlation 239
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031106459,1739292288031106659,200, process 3626769, thread 2732793856, correlation 240
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031106719,1739292288031106930,211, process 3626769, thread 2732793856, correlation 241
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031107200,1739292288031107310,110, process 3626769, thread 2732793856, correlation 242
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031107370,1739292288031107461,91, process 3626769, thread 2732793856, correlation 243
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031107521,1739292288031107711,190, process 3626769, thread 2732793856, correlation 244
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031107842,1739292288031108022,180, process 3626769, thread 2732793856, correlation 245
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031108092,1739292288031108182,90, process 3626769, thread 2732793856, correlation 246
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031108252,1739292288031108452,200, process 3626769, thread 2732793856, correlation 247
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031108513,1739292288031108723,210, process 3626769, thread 2732793856, correlation 248
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031109034,1739292288031109134,100, process 3626769, thread 2732793856, correlation 249
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031109194,1739292288031109284,90, process 3626769, thread 2732793856, correlation 250
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031109344,1739292288031109534,190, process 3626769, thread 2732793856, correlation 251
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031109685,1739292288031109875,190, process 3626769, thread 2732793856, correlation 252
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031109935,1739292288031110035,100, process 3626769, thread 2732793856, correlation 253
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031110096,1739292288031110296,200, process 3626769, thread 2732793856, correlation 254
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031110356,1739292288031110567,211, process 3626769, thread 2732793856, correlation 255
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031111117,1739292288031111218,101, process 3626769, thread 2732793856, correlation 256
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031111278,1739292288031111378,100, process 3626769, thread 2732793856, correlation 257
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031111438,1739292288031111629,191, process 3626769, thread 2732793856, correlation 258
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031111769,1739292288031111959,190, process 3626769, thread 2732793856, correlation 259
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031112019,1739292288031112119,100, process 3626769, thread 2732793856, correlation 260
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031112179,1739292288031112380,201, process 3626769, thread 2732793856, correlation 261
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031112440,1739292288031112651,211, process 3626769, thread 2732793856, correlation 262
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031113051,1739292288031113151,100, process 3626769, thread 2732793856, correlation 263
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031113212,1739292288031113302,90, process 3626769, thread 2732793856, correlation 264
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031113362,1739292288031113562,200, process 3626769, thread 2732793856, correlation 265
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031113682,1739292288031113873,191, process 3626769, thread 2732793856, correlation 266
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031113933,1739292288031114033,100, process 3626769, thread 2732793856, correlation 267
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031114093,1739292288031114294,201, process 3626769, thread 2732793856, correlation 268
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031114354,1739292288031114564,210, process 3626769, thread 2732793856, correlation 269
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031114865,1739292288031114965,100, process 3626769, thread 2732793856, correlation 270
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031115025,1739292288031115115,90, process 3626769, thread 2732793856, correlation 271
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031115185,1739292288031115365,180, process 3626769, thread 2732793856, correlation 272
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031115496,1739292288031115676,180, process 3626769, thread 2732793856, correlation 273
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031115736,1739292288031115837,101, process 3626769, thread 2732793856, correlation 274
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031115897,1739292288031116097,200, process 3626769, thread 2732793856, correlation 275
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031116157,1739292288031116367,210, process 3626769, thread 2732793856, correlation 276
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031117810,1739292288031117920,110, process 3626769, thread 2732793856, correlation 277
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031117970,1739292288031118071,101, process 3626769, thread 2732793856, correlation 278
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031118131,1739292288031118321,190, process 3626769, thread 2732793856, correlation 279
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031118471,1739292288031118662,191, process 3626769, thread 2732793856, correlation 280
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031118722,1739292288031118812,90, process 3626769, thread 2732793856, correlation 281
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031118882,1739292288031119083,201, process 3626769, thread 2732793856, correlation 282
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031119143,1739292288031119353,210, process 3626769, thread 2732793856, correlation 283
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031120565,1739292288031120675,110, process 3626769, thread 2732793856, correlation 284
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031120736,1739292288031120826,90, process 3626769, thread 2732793856, correlation 285
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031120886,1739292288031121076,190, process 3626769, thread 2732793856, correlation 286
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031121207,1739292288031121387,180, process 3626769, thread 2732793856, correlation 287
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031121457,1739292288031121547,90, process 3626769, thread 2732793856, correlation 288
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031121607,1739292288031121808,201, process 3626769, thread 2732793856, correlation 289
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031121878,1739292288031122078,200, process 3626769, thread 2732793856, correlation 290
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031123050,1739292288031123150,100, process 3626769, thread 2732793856, correlation 291
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031123210,1739292288031123300,90, process 3626769, thread 2732793856, correlation 292
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031123361,1739292288031123551,190, process 3626769, thread 2732793856, correlation 293
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031123681,1739292288031123861,180, process 3626769, thread 2732793856, correlation 294
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031123932,1739292288031124022,90, process 3626769, thread 2732793856, correlation 295
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031124082,1739292288031124282,200, process 3626769, thread 2732793856, correlation 296
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031124342,1739292288031124553,211, process 3626769, thread 2732793856, correlation 297
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031124964,1739292288031125074,110, process 3626769, thread 2732793856, correlation 298
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031125134,1739292288031125224,90, process 3626769, thread 2732793856, correlation 299
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031125284,1739292288031125475,191, process 3626769, thread 2732793856, correlation 300
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031125605,1739292288031125785,180, process 3626769, thread 2732793856, correlation 301
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031125845,1739292288031125945,100, process 3626769, thread 2732793856, correlation 302
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031126005,1739292288031126206,201, process 3626769, thread 2732793856, correlation 303
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031126266,1739292288031126477,211, process 3626769, thread 2732793856, correlation 304
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031126927,1739292288031127027,100, process 3626769, thread 2732793856, correlation 305
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031127098,1739292288031127188,90, process 3626769, thread 2732793856, correlation 306
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031127248,1739292288031127448,200, process 3626769, thread 2732793856, correlation 307
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031127568,1739292288031127759,191, process 3626769, thread 2732793856, correlation 308
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031127819,1739292288031127909,90, process 3626769, thread 2732793856, correlation 309
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031127979,1739292288031128180,201, process 3626769, thread 2732793856, correlation 310
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031128240,1739292288031128440,200, process 3626769, thread 2732793856, correlation 311
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031129212,1739292288031129322,110, process 3626769, thread 2732793856, correlation 312
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031129382,1739292288031129472,90, process 3626769, thread 2732793856, correlation 313
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031129532,1739292288031129723,191, process 3626769, thread 2732793856, correlation 314
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031129853,1739292288031130033,180, process 3626769, thread 2732793856, correlation 315
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031130093,1739292288031130193,100, process 3626769, thread 2732793856, correlation 316
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031130253,1739292288031130454,201, process 3626769, thread 2732793856, correlation 317
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031130514,1739292288031130714,200, process 3626769, thread 2732793856, correlation 318
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031131065,1739292288031131165,100, process 3626769, thread 2732793856, correlation 319
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031131226,1739292288031131326,100, process 3626769, thread 2732793856, correlation 320
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031131386,1739292288031131576,190, process 3626769, thread 2732793856, correlation 321
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031131706,1739292288031131887,181, process 3626769, thread 2732793856, correlation 322
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031131947,1739292288031132047,100, process 3626769, thread 2732793856, correlation 323
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031132107,1739292288031132308,201, process 3626769, thread 2732793856, correlation 324
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031132368,1739292288031132578,210, process 3626769, thread 2732793856, correlation 325
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031133460,1739292288031133570,110, process 3626769, thread 2732793856, correlation 326
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288031133620,1739292288031133720,100, process 3626769, thread 2732793856, correlation 327
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031133780,1739292288031133971,191, process 3626769, thread 2732793856, correlation 328
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288031134101,1739292288031134281,180, process 3626769, thread 2732793856, correlation 329
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288031134341,1739292288031134441,100, process 3626769, thread 2732793856, correlation 330
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031134501,1739292288031134692,191, process 3626769, thread 2732793856, correlation 331
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288031134762,1739292288031134962,200, process 3626769, thread 2732793856, correlation 332
